NOME,ANO,FASE,IAA,IAN,IDA,IEG,IPP,IPS,IPV,INDE,PEDRA
ALUNO-1,2020,2H,8.500020000000001,10,7,8.7,5.9375,7.5,7.75,7.883752,Ametista
ALUNO-1,2021,2.0,7.5,5.0,8.8,6.3,7.7,6.9,8.1,7.319,Ametista
ALUNO-1,2022,,,,,,,,,,
ALUNO-10,2020,3B,5.83333,10,0,5.2,7.96875,3.75,6.8333325,5.1618745,Quartzo
ALUNO-10,2021,,,,,,,,,,
ALUNO-10,2022,,,,,,,,,,
ALUNO-100,2020,1M,9.000020000000001,5,7.5,6.5,6.875,4.375,7.916665,6.908335000000001,Ágata
ALUNO-100,2021,1.0,8.5,5.0,0.0,0.0,6.3,3.8,3.8,3.117,Quartzo
ALUNO-100,2022,2.0,9.000020000000001,5.0,1.666666666666666,8.475473801560758,6.25,5.0,7.444443333333333,6.042318760312152,Ágata
ALUNO-1000,2020,,,,,,,,,,
ALUNO-1000,2021,,,,,,,,,,
ALUNO-1000,2022,2.0,9.50002,10.0,2.0,8.093434343434343,6.458333333333334,7.5,6.611106666666666,6.686743535353536,Ágata
ALUNO-1001,2020,,,,,,,,,,
ALUNO-1001,2021,0.0,9.5,10.0,6.9,10.0,8.4,7.5,10.0,8.931,Topázio
ALUNO-1001,2022,0.0,9.000020000000001,5.0,8.083333333333334,8.452380952380953,5.625,5.625,7.75,7.382144857142857,Ametista
ALUNO-1002,2020,3J,9.16668,5,8.333333333333334,9.4,8.125,7.5,7.944446666666668,8.114724,Ametista
ALUNO-1002,2021,3.0,8.8,5.0,7.5,8.3,7.7,7.5,8.1,7.693,Ametista
ALUNO-1002,2022,4.0,8.75001,5.0,8.277777777777777,7.515756302521009,7.5,6.875,7.958335,7.562874816059757,Ametista
ALUNO-1003,2020,3C,9.58335,5,8,6.8,8.749999999999998,7.5,7.777776666666667,7.598890333333334,Ametista
ALUNO-1003,2021,,,,,,,,,,
ALUNO-1003,2022,,,,,,,,,,
ALUNO-1004,2020,0H,9.000020000000001,10,9,10,2.5,6.25,5.5,7.675002000000001,Ametista
ALUNO-1004,2021,0.0,10.0,5.0,6.4,10.0,7.8,6.9,6.3,7.506,Ametista
ALUNO-1004,2022,0.0,10.00002,5.0,8.666666666666668,9.547511312217194,6.25,7.5,8.33333,8.184503595776773,Topázio
ALUNO-1005,2020,,,,,,,,,,
ALUNO-1005,2021,,,,,,,,,,
ALUNO-1005,2022,1.0,8.500020000000001,5.0,6.5,9.833333333333334,5.625,4.375,7.16666,7.050000666666667,Ametista
ALUNO-1006,2020,1H,9.000020000000001,5,7.5,9.4,7.916666666666668,7.5,7.444443333333333,7.8105573333333345,Ametista
ALUNO-1006,2021,,,,,,,,,,
ALUNO-1006,2022,,,,,,,,,,
ALUNO-1007,2020,2P,9.500020000000001,10,4,8.3,8.333333333333332,7.5,7.666670000000001,7.5266693333333325,Ametista
ALUNO-1007,2021,2.0,0.0,5.0,0.8,1.7,7.2,7.5,6.5,3.752,Quartzo
ALUNO-1007,2022,,,,,,,,,,
ALUNO-1008,2020,,,,,,,,,,
ALUNO-1008,2021,,,,,,,,,,
ALUNO-1008,2022,0.0,10.00002,10.0,6.299999999999999,6.641025641025641,5.625,6.25,7.416665,7.259040128205128,Ametista
ALUNO-1009,2020,,,,,,,,,,
ALUNO-1009,2021,0.0,7.0,10.0,6.3,10.0,2.5,7.5,7.2,7.400,Ametista
ALUNO-1009,2022,0.0,9.000020000000001,5.0,8.083333333333332,9.814814814814817,5.9375,2.5,8.083335,7.440048629629629,Ametista
ALUNO-101,2020,,,,,,,,,,
ALUNO-101,2021,,,,,,,,,,
ALUNO-101,2022,3.0,7.08333,10.0,6.622222222222223,7.854166666666666,7.65625,6.25,7.416665,7.477568777777778,Ametista
ALUNO-1010,2020,1B,9.000020000000001,10,10,9.9,7.1875,5,7.416665,8.582085,Topázio
ALUNO-1010,2021,1.0,8.0,5.0,5.2,10.0,7.5,7.5,8.1,7.449,Ametista
ALUNO-1010,2022,2.0,8.500020000000001,10.0,4.5,8.292972459639126,6.041666666666667,7.5,7.5,7.262763158594493,Ametista
ALUNO-1011,2020,,,,,,,,,,
ALUNO-1011,2021,,,,,,,,,,
ALUNO-1011,2022,0.0,10.00002,5.0,7.833333333333333,9.473684210526317,5.625,7.5,7.58333,7.790571508771929,Ametista
ALUNO-1012,2020,1M,8.000020000000001,10,10,9.1,8.125,7.5,7.916665,8.765835000000001,Topázio
ALUNO-1012,2021,,,,,,,,,,
ALUNO-1012,2022,,,,,,,,,,
ALUNO-1013,2020,,,,,,,,,,
ALUNO-1013,2021,2.0,9.0,5.0,6.1,7.9,8.1,7.5,7.7,7.292,Ametista
ALUNO-1013,2022,,,,,,,,,,
ALUNO-1014,2020,1N,8.000020000000001,5,5,8.6,7.5,7.5,7.222219999999999,6.964446,Ágata
ALUNO-1014,2021,1.0,9.0,5.0,6.3,8.3,8.1,7.5,8.7,7.636,Ametista
ALUNO-1014,2022,1.0,7.416679999999999,5.0,8.833333333333332,7.425925925925926,6.041666666666667,7.5,7.277776666666666,7.303241851851853,Ametista
ALUNO-1015,2020,3R,9.16668,10,6.666666666666667,7.2,8.125,7.5,9.000003333333332,8.052502,Ametista
ALUNO-1015,2021,3.0,9.6,10.0,6.9,8.9,7.9,7.5,9.1,8.475,Topázio
ALUNO-1015,2022,4.0,9.16668,10.0,7.266666666666667,8.928571428571427,7.96875,9.375,8.91667,8.67342461904762,Topázio
ALUNO-1016,2020,2E,8.500020000000001,5,6,9.6,7.916666666666668,7.5,7.11111,7.433890666666667,Ametista
ALUNO-1016,2021,2.0,9.0,5.0,1.1,0.8,7.5,7.5,8.3,4.946,Quartzo
ALUNO-1016,2022,,,,,,,,,,
ALUNO-1017,2020,2J,9.000020000000001,10,8.5,8.8,7.083333333333333,7.5,8.277776666666666,8.473890666666668,Ametista
ALUNO-1017,2021,3.0,8.8,10.0,5.8,7.2,7.9,7.5,9.2,7.844,Ametista
ALUNO-1017,2022,4.0,7.91667,10.0,6.888888888888888,9.05864681295716,7.96875,5.625,8.083335,7.95721614036921,Ametista
ALUNO-1018,2020,5L,8.33334,5,0,4.9,8.541666666666666,7.5,5.388883333333333,4.995277333333333,Quartzo
ALUNO-1018,2021,,,,,,,,,,
ALUNO-1018,2022,,,,,,,,,,
ALUNO-1019,2020,5A,6.24999,5,4.333333333333333,6.5,8.333333333333334,7.5,6.88888,6.252775000000001,Ágata
ALUNO-1019,2021,,,,,,,,,,
ALUNO-1019,2022,,,,,,,,,,
ALUNO-102,2020,1J,8.000020000000001,10,7,8.5,7.5,7.5,7.833333333333333,7.966668666666667,Ametista
ALUNO-102,2021,1.0,6.3,5.0,4.8,7.5,7.9,7.5,7.8,6.704,Ágata
ALUNO-102,2022,1.0,7.333340000000001,5.0,7.666666666666666,8.941798941798943,6.041666666666667,7.5,7.833333333333333,7.475860455026456,Ametista
ALUNO-1020,2020,8A,8.75001,10,7.5,0,0,6.875,0,6.250001,Quartzo
ALUNO-1020,2021,,,,,,,,,,
ALUNO-1020,2022,,,,,,,,,,
ALUNO-1021,2020,2M,9.000020000000001,5,4.5,7.8,7.1875,6.875,7.58333,6.7829180000000004,Ágata
ALUNO-1021,2021,,,,,,,,,,
ALUNO-1021,2022,,,,,,,,,,
ALUNO-1022,2020,0F,10.000020000000001,10,9,9.9,7.5,7.5,7.5,8.780002,Topázio
ALUNO-1022,2021,1.0,9.0,10.0,1.9,9.2,7.7,7.5,7.9,7.219,Ametista
ALUNO-1022,2022,1.0,8.000020000000001,5.0,7.583333333333334,9.605072463768115,6.041666666666667,7.5,7.166666666666666,7.52518315942029,Ametista
ALUNO-1023,2020,,,,,,,,,,
ALUNO-1023,2021,0.0,9.0,5.0,5.8,10.0,7.5,7.5,9.2,7.896,Ametista
ALUNO-1023,2022,0.0,9.000020000000001,5.0,5.416666666666666,7.26602564102564,5.625,7.5,7.916665,6.832373461538461,Ágata
ALUNO-1024,2020,5L,7.5,5,0,2.2,7.708333333333334,3.125,4.94444,3.7622213333333336,Quartzo
ALUNO-1024,2021,,,,,,,,,,
ALUNO-1024,2022,,,,,,,,,,
ALUNO-1025,2020,,,,,,,,,,
ALUNO-1025,2021,,,,,,,,,,
ALUNO-1025,2022,0.0,8.000020000000001,10.0,9.183333333333334,8.925925925925926,5.625,6.25,7.41666,8.09268585185185,Topázio
ALUNO-1026,2020,,,,,,,,,,
ALUNO-1026,2021,3.0,9.6,10.0,5.6,6.1,7.1,7.5,6.2,7.008,Ametista
ALUNO-1026,2022,3.0,8.75001,5.0,2.777777777777778,4.317217234837372,7.5,7.5,6.874995,5.66899900252303,Quartzo
ALUNO-1027,2020,5G,8.75001,10,6.333333333333333,9,8.90625,4.375,9.0000025,8.069793166666667,Ametista
ALUNO-1027,2021,6.0,7.5,10.0,6.8,3.9,7.1,0.0,5.4,5.672,Ágata
ALUNO-1027,2022,,,,,,,,,,
ALUNO-1028,2020,2C,9.500020000000001,5,7.5,9.1,7.916666666666668,7.5,7.111106666666665,7.73389,Ametista
ALUNO-1028,2021,2.0,8.4,5.0,7.1,5.4,7.5,7.5,7.8,6.917,Ametista
ALUNO-1028,2022,3.0,7.91667,10.0,7.444444444444444,6.666666666666668,7.5,4.375,5.7083275,6.943054722222223,Ágata
ALUNO-1029,2020,1D,9.500020000000001,5,9,8.7,8.125,7.5,9.000005,8.352502999999999,Ametista
ALUNO-1029,2021,2.0,9.0,10.0,8.4,7.9,9.2,7.5,9.7,8.782,Topázio
ALUNO-1029,2022,3.0,8.75001,10.0,5.777777777777778,8.915214902057008,7.8125,7.5,7.9166675,7.928183035966957,Ametista
ALUNO-103,2020,0F,9.000020000000001,10,8.5,10,7.8125,7.5,7.333335,8.597919000000001,Topázio
ALUNO-103,2021,1.0,9.5,10.0,6.2,8.8,7.9,6.3,8.6,8.076,Ametista
ALUNO-103,2022,1.0,9.50002,5.0,6.0,8.903448275862068,5.625,5.625,7.749995,7.105690655172413,Ametista
ALUNO-1030,2020,,,,,,,,,,
ALUNO-1030,2021,,,,,,,,,,
ALUNO-1030,2022,2.0,8.500020000000001,5.0,5.75,8.282828282828284,6.458333333333334,7.5,6.611106666666666,6.874622323232323,Ágata
ALUNO-1031,2020,0B,9.000020000000001,10,10,10,7.5,7.5,8.833335,9.166669,Topázio
ALUNO-1031,2021,1.0,9.5,10.0,8.1,10.0,7.5,7.5,9.0,8.863,Topázio
ALUNO-1031,2022,1.0,8.500020000000001,5.0,8.833333333333332,10.0,5.833333333333334,7.5,7.5,7.950002,Ametista
ALUNO-1032,2020,,,,,,,,,,
ALUNO-1032,2021,1.0,10.0,5.0,5.1,8.3,8.5,7.5,8.3,7.451,Ametista
ALUNO-1032,2022,,,,,,,,,,
ALUNO-1033,2020,,,,,,,,,,
ALUNO-1033,2021,,,,,,,,,,
ALUNO-1033,2022,0.0,9.50002,10.0,9.1,7.328282828282827,5.625,8.125,8.166665,8.243991565656566,Topázio
ALUNO-1034,2020,2N,8.000020000000001,10,5.5,8.5,8.125,7.5,7.944446666666668,7.751391333333333,Ametista
ALUNO-1034,2021,2.0,8.0,5.0,5.8,9.2,8.3,7.5,9.0,7.679,Ametista
ALUNO-1034,2022,2.0,9.50002,5.0,6.633333333333333,9.490392648287385,6.041666666666667,7.5,7.333333333333333,7.495580529657477,Ametista
ALUNO-1035,2020,1C,9.500020000000001,5,10,9.4,7.5,7.5,7.166663333333332,8.263334666666667,Ametista
ALUNO-1035,2021,1.0,9.5,5.0,6.0,7.9,8.8,6.9,9.6,7.718,Ametista
ALUNO-1035,2022,,,,,,,,,,
ALUNO-1036,2020,1E,8.41668,5,0,3.3,6.458333333333334,6.875,6.833326666666666,4.701666666666667,Quartzo
ALUNO-1036,2021,,,,,,,,,,
ALUNO-1036,2022,,,,,,,,,,
ALUNO-1037,2020,,,,,,,,,,
ALUNO-1037,2021,,,,,,,,,,
ALUNO-1037,2022,3.0,8.33334,10.0,8.0,8.151515151515152,8.125,6.875,7.791665,8.121970030303032,Topázio
ALUNO-1038,2020,,,,,,,,,,
ALUNO-1038,2021,4.0,8.3,10.0,6.5,6.1,8.0,0.0,7.3,6.619,Ágata
ALUNO-1038,2022,5.0,9.16668,10.0,5.777777777777779,7.44750816993464,6.458333333333334,7.5,7.875,7.532558522875818,Ametista
ALUNO-1039,2020,,,,,,,,,,
ALUNO-1039,2021,,,,,,,,,,
ALUNO-1039,2022,0.0,9.50002,5.0,7.0,9.074074074074074,5.9375,7.5,8.08333,7.625232814814815,Ametista
ALUNO-104,2020,,,,,,,,,,
ALUNO-104,2021,0.0,9.0,10.0,6.4,10.0,7.2,7.5,6.8,8.010,Ametista
ALUNO-104,2022,0.0,10.00002,10.0,7.25,9.392712550607287,5.625,7.5,8.58333,8.357710510121457,Topázio
ALUNO-1040,2020,,,,,,,,,,
ALUNO-1040,2021,,,,,,,,,,
ALUNO-1040,2022,3.0,9.58335,5.0,6.166666666666667,8.422314578005116,7.5,7.5,6.95833,7.267797248934356,Ametista
ALUNO-1041,2020,3M,8.75001,10,8.666666666666666,5.4,7.96875,7.5,7.79167,7.793543333333334,Ametista
ALUNO-1041,2021,,,,,,,,,,
ALUNO-1041,2022,,,,,,,,,,
ALUNO-1042,2020,,,,,,,,,,
ALUNO-1042,2021,,,,,,,,,,
ALUNO-1042,2022,3.0,9.58335,5.0,5.166666666666667,8.5,7.5,7.5,5.9999925,6.891666833333334,Ágata
ALUNO-1043,2020,,,,,,,,,,
ALUNO-1043,2021,0.0,9.5,10.0,6.8,10.0,7.5,7.5,7.8,8.367,Topázio
ALUNO-1043,2022,,,,,,,,,,
ALUNO-1044,2020,,,,,,,,,,
ALUNO-1044,2021,0.0,9.0,10.0,5.5,10.0,7.5,7.5,8.8,8.250,Topázio
ALUNO-1044,2022,0.0,8.000020000000001,5.0,7.316666666666666,8.447971781305114,5.625,7.5,7.58333,7.282095689594356,Ametista
ALUNO-1045,2020,,,,,,,,,,
ALUNO-1045,2021,,,,,,,,,,
ALUNO-1045,2022,2.0,9.50002,10.0,7.416666666666666,9.365079365079364,4.791666666666667,7.5,6.833329999999999,7.902183873015874,Ametista
ALUNO-1046,2020,3R,7.5,5,7.666666666666667,9.3,8.333333333333334,7.5,8.83334,7.993334666666667,Ametista
ALUNO-1046,2021,,,,,,,,,,
ALUNO-1046,2022,,,,,,,,,,
ALUNO-1047,2020,4L,7.5,10,0,2.1,7.916666666666668,7.5,5.611103333333333,4.833887333333333,Quartzo
ALUNO-1047,2021,,,,,,,,,,
ALUNO-1047,2022,,,,,,,,,,
ALUNO-1048,2020,,,,,,,,,,
ALUNO-1048,2021,,,,,,,,,,
ALUNO-1048,2022,1.0,8.000020000000001,10.0,4.75,9.72222222222222,4.166666666666666,7.5,5.88888,7.038889111111112,Ametista
ALUNO-1049,2020,,,,,,,,,,
ALUNO-1049,2021,1.0,7.9,5.0,6.0,8.8,8.5,7.5,8.1,7.457,Ametista
ALUNO-1049,2022,1.0,8.500020000000001,5.0,6.25,8.88447971781305,6.25,7.5,6.777776666666665,7.107453276895944,Ametista
ALUNO-105,2020,3B,9.16668,10,8,9.6,7.96875,7.5,7.66667,8.516877,Topázio
ALUNO-105,2021,4.0,10.0,10.0,2.8,1.1,6.7,7.5,3.7,4.956,Quartzo
ALUNO-105,2022,,,,,,,,,,
ALUNO-1050,2020,,,,,,,,,,
ALUNO-1050,2021,0.0,10.0,10.0,6.9,10.0,7.5,7.5,9.5,8.788,Topázio
ALUNO-1050,2022,0.0,10.00002,5.0,8.25,8.865955739020755,5.625,7.5,7.75,7.785693147804151,Ametista
ALUNO-1051,2020,3F,9.16668,10,3.6666666666666665,2.8,7.5,7.5,7.72222,6.254445333333334,Ágata
ALUNO-1051,2021,3.0,0.0,10.0,1.3,1.7,6.9,7.5,2.9,3.599,Quartzo
ALUNO-1051,2022,3.0,8.75001,5.0,5.833333333333333,7.1875,8.125,5.625,7.0416625,6.762500166666667,Ágata
ALUNO-1052,2020,,,,,,,,,,
ALUNO-1052,2021,,,,,,,,,,
ALUNO-1052,2022,2.0,9.50002,10.0,8.416666666666666,7.955148299975887,6.666666666666666,6.875,7.666666666666667,8.11186499332851,Topázio
ALUNO-1053,2020,,,,,,,,,,
ALUNO-1053,2021,,,,,,,,,,
ALUNO-1053,2022,5.0,8.75001,5.0,9.25,9.415584415584416,5.833333333333334,7.5,7.2499975,7.891450716450215,Ametista
ALUNO-1054,2020,,,,,,,,,,
ALUNO-1054,2021,,,,,,,,,,
ALUNO-1054,2022,1.0,9.000020000000001,10.0,6.5,9.333333333333332,6.041666666666667,7.5,6.777776666666666,7.776390666666667,Ametista
ALUNO-1055,2020,,,,,,,,,,
ALUNO-1055,2021,3.0,7.5,10.0,4.7,4.7,7.7,5.0,7.6,6.421,Ágata
ALUNO-1055,2022,4.0,6.66666,10.0,6.277777777777778,8.603896103896105,7.34375,5.625,7.5833325,7.456542276334777,Ametista
ALUNO-1056,2020,3L,7.5,2.5,2.6666666666666665,3.7,6.09375,4.375,5.0833275,4.336873833333334,Quartzo
ALUNO-1056,2021,,,,,,,,,,
ALUNO-1056,2022,,,,,,,,,,
ALUNO-1057,2020,,,,,,,,,,
ALUNO-1057,2021,3.0,8.3,10.0,5.8,5.6,8.3,7.5,9.0,7.494,Ametista
ALUNO-1057,2022,3.0,8.33334,5.0,5.166666666666667,6.845108695652174,7.5,7.5,5.9583275,6.427354572463768,Ágata
ALUNO-1058,2020,,,,,,,,,,
ALUNO-1058,2021,,,,,,,,,,
ALUNO-1058,2022,2.0,8.000020000000001,10.0,7.25,8.69949494949495,6.458333333333334,7.5,6.888886666666666,7.763511656565657,Ametista
ALUNO-1059,2020,,,,,,,,,,
ALUNO-1059,2021,,,,,,,,,,
ALUNO-1059,2022,3.0,7.91667,2.5,1.833333333333333,3.666666666666667,6.875,7.5,6.2916575,4.837498500000001,Quartzo
ALUNO-106,2020,0H,9.500020000000001,5,10,10,7.5,7.5,7.5,8.450002,Ametista
ALUNO-106,2021,1.0,10.0,5.0,7.9,7.9,8.3,7.5,10.0,8.242,Ametista
ALUNO-106,2022,,,,,,,,,,
ALUNO-1060,2020,,,,,,,,,,
ALUNO-1060,2021,,,,,,,,,,
ALUNO-1060,2022,3.0,9.58335,10.0,3.5,8.653198653198654,7.03125,7.5,6.83333,7.208765730639731,Ametista
ALUNO-1061,2020,2C,9.500020000000001,5,9,8.5,7.916666666666668,6.875,7.555549999999999,7.940278666666668,Ametista
ALUNO-1061,2021,,,,,,,,,,
ALUNO-1061,2022,,,,,,,,,,
ALUNO-1062,2020,,,,,,,,,,
ALUNO-1062,2021,,,,,,,,,,
ALUNO-1062,2022,5.0,6.66666,10.0,4.25,7.251602564102564,6.09375,5.0,5.83333,6.243027512820514,Ágata
ALUNO-1063,2020,,,,,,,,,,
ALUNO-1063,2021,0.0,9.5,5.0,2.3,0.0,7.5,7.5,7.5,4.900,Quartzo
ALUNO-1063,2022,0.0,9.000020000000001,5.0,4.166666666666667,4.573717948717949,4.375,7.5,6.08333,5.552244923076923,Quartzo
ALUNO-1064,2020,,,,,,,,,,
ALUNO-1064,2021,0.0,10.0,5.0,6.3,10.0,5.0,0.0,7.8,6.817,Ágata
ALUNO-1064,2022,,,,,,,,,,
ALUNO-1065,2020,,,,,,,,,,
ALUNO-1065,2021,0.0,9.5,5.0,7.0,10.0,7.5,7.5,8.3,8.000,Ametista
ALUNO-1065,2022,0.0,9.50002,5.0,7.0,9.002849002849004,5.9375,7.5,7.58333,7.510987800569801,Ametista
ALUNO-1066,2020,,,,,,,,,,
ALUNO-1066,2021,3.0,6.7,10.0,5.8,4.7,7.3,7.5,6.5,6.540,Ágata
ALUNO-1066,2022,4.0,6.66666,10.0,5.522222222222222,8.489420062695924,6.875,7.5,6.54166,7.21482645698363,Ametista
ALUNO-1067,2020,0D,8.500020000000001,5,9.5,10,8.125,7.5,7.5,8.312502,Ametista
ALUNO-1067,2021,1.0,9.5,5.0,8.1,10.0,8.8,7.5,9.2,8.544,Topázio
ALUNO-1067,2022,2.0,9.000020000000001,10.0,4.916666666666667,8.892921960072595,6.041666666666667,7.5,8.333333333333334,7.682753058681186,Ametista
ALUNO-1068,2020,,,,,,,,,,
ALUNO-1068,2021,6.0,9.2,5.0,6.8,8.6,8.1,7.5,7.2,7.501,Ametista
ALUNO-1068,2022,7.0,8.33334,5.0,1.022222222222222,3.333333333333333,3.75,6.875,5.111116666666667,4.289168444444445,Quartzo
ALUNO-1069,2020,,,,,,,,,,
ALUNO-1069,2021,,,,,,,,,,
ALUNO-1069,2022,0.0,9.000020000000001,5.0,8.0,6.174603174603175,5.625,5.0,7.83333,6.864088634920636,Ágata
ALUNO-107,2020,,,,,,,,,,
ALUNO-107,2021,,,,,,,,,,
ALUNO-107,2022,0.0,7.91668,5.0,4.0,4.952380952380953,5.625,7.5,8.083335,6.01131119047619,Ágata
ALUNO-1070,2020,0E,8.500020000000001,5,9.5,10,5,7.5,5.66666,7.6333340000000005,Ametista
ALUNO-1070,2021,1.0,9.5,5.0,5.4,9.6,8.3,7.5,8.7,7.758,Ametista
ALUNO-1070,2022,1.0,9.50002,5.0,4.416666666666667,8.070175438596491,4.6875,5.0,5.16667,5.949454421052632,Quartzo
ALUNO-1071,2020,,,,,,,,,,
ALUNO-1071,2021,2.0,9.5,5.0,5.7,7.1,7.3,7.5,8.6,7.194,Ametista
ALUNO-1071,2022,2.0,9.50002,5.0,3.583333333333333,5.417989417989419,6.041666666666667,5.625,6.666663333333332,5.750265883597884,Quartzo
ALUNO-1072,2020,3C,8.75001,10,7.333333333333333,8.3,8.749999999999998,7.5,7.833333333333334,8.193334333333334,Ametista
ALUNO-1072,2021,3.0,9.2,10.0,4.6,5.3,7.5,7.5,8.2,7.033,Ametista
ALUNO-1072,2022,3.0,9.58335,5.0,4.122222222222223,3.81578947368421,6.09375,7.5,4.83333,5.371978339181286,Quartzo
ALUNO-1073,2020,,,,,,,,,,
ALUNO-1073,2021,1.0,8.5,5.0,5.4,8.3,7.5,7.5,6.6,6.914,Ametista
ALUNO-1073,2022,1.0,0.0,5.0,4.0,6.249084249084249,6.458333333333334,7.5,6.944446666666666,5.334539516483517,Quartzo
ALUNO-1074,2020,,,,,,,,,,
ALUNO-1074,2021,,,,,,,,,,
ALUNO-1074,2022,1.0,8.000020000000001,5.0,5.833333333333333,6.25,6.041666666666667,7.5,7.555556666666667,6.581946666666667,Ágata
ALUNO-1075,2020,4A,9.16668,10,6.666666666666667,9.8,8.749999999999998,10,8.55556,8.796113333333334,Topázio
ALUNO-1075,2021,5.0,7.5,10.0,6.3,7.2,7.8,7.5,9.4,7.859,Ametista
ALUNO-1075,2022,5.0,7.5,5.0,6.744444444444444,9.580419580419582,7.96875,5.625,8.458337499999999,7.566015304972806,Ametista
ALUNO-1076,2020,,,,,,,,,,
ALUNO-1076,2021,,,,,,,,,,
ALUNO-1102,2021,,,,,,,,,,
ALUNO-1076,2022,3.0,8.75001,5.0,3.75,7.357142857142857,7.03125,7.5,5.333325,6.116219571428572,Ágata
ALUNO-1077,2020,0C,9.500020000000001,10,7.5,10,6.875,7.5,6.83333,8.254168,Ametista
ALUNO-1077,2021,,,,,,,,,,
ALUNO-1077,2022,,,,,,,,,,
ALUNO-1078,2020,1J,7.4166799999999995,5,10,8,7.083333333333334,6.875,7.833333333333333,7.804168000000001,Ametista
ALUNO-1078,2021,2.0,9.0,5.0,0.0,1.7,7.7,8.1,5.7,4.450,Quartzo
ALUNO-1078,2022,2.0,8.000020000000001,5.0,5.583333333333334,7.662464985994397,6.458333333333334,7.5,5.833336666666667,6.511662330532213,Ágata
ALUNO-1079,2020,1J,9.000020000000001,5,4.25,6.7,7.291666666666667,7.5,7.666666666666667,6.602502,Ágata
ALUNO-1079,2021,,,,,,,,,,
ALUNO-1079,2022,,,,,,,,,,
ALUNO-108,2020,,,,,,,,,,
ALUNO-108,2021,,,,,,,,,,
ALUNO-108,2022,0.0,9.000020000000001,5.0,8.416666666666668,8.565610859728508,5.625,7.5,7.666665,7.642290505279036,Ametista
ALUNO-1080,2020,,,,,,,,,,
ALUNO-1080,2021,,,,,,,,,,
ALUNO-1080,2022,2.0,7.50002,5.0,0.0,6.481481481481481,6.041666666666667,7.5,7.555553333333333,5.411575629629629,Quartzo
ALUNO-1081,2020,5G,8.33334,5,4,6.7,6.09375,3.125,4.2916675,5.2535425,Quartzo
ALUNO-1081,2021,,,,,,,,,,
ALUNO-1081,2022,,,,,,,,,,
ALUNO-1082,2020,,,,,,,,,,
ALUNO-1082,2021,,,,,,,,,,
ALUNO-1082,2022,1.0,8.500020000000001,5.0,6.0,8.78924174276498,6.25,5.625,7.333333333333333,6.962017015219663,Ágata
ALUNO-1083,2020,,,,,,,,,,
ALUNO-1083,2021,2.0,0.0,5.0,0.0,2.9,7.8,5.0,5.7,3.498,Quartzo
ALUNO-1083,2022,,,,,,,,,,
ALUNO-1084,2020,0D,9.000020000000001,10,9,10,6.875,4.375,7.41667,8.308336,Ametista
ALUNO-1084,2021,1.0,8.0,10.0,5.6,9.6,7.9,6.9,8.2,7.954,Ametista
ALUNO-1084,2022,1.0,7.50002,5.0,5.0,8.932367149758454,5.0,7.5,5.888886666666667,6.464252763285025,Ágata
ALUNO-1085,2020,3M,9.16668,5,3.3333333333333335,5.5,7.96875,7.5,7.375,6.205209666666667,Ágata
ALUNO-1085,2021,4.0,8.8,5.0,3.9,7.5,7.3,7.5,5.5,6.234,Ágata
ALUNO-1085,2022,5.0,8.75001,5.0,4.955555555555556,6.25,6.25,7.5,5.833336666666667,6.157779444444444,Ágata
ALUNO-1086,2020,,,,,,,,,,
ALUNO-1086,2021,0.0,7.9,5.0,6.2,10.0,7.5,7.5,8.6,7.746,Ametista
ALUNO-1086,2022,,,,,,,,,,
ALUNO-1087,2020,2L,7.50002,10,6,8.6,7.708333333333334,7.5,7.222219999999999,7.635279333333334,Ametista
ALUNO-1087,2021,2.0,8.5,5.0,5.0,8.8,8.1,7.5,8.3,7.329,Ametista
ALUNO-1087,2022,,,,,,,,,,
ALUNO-1088,2020,5L,8.75001,5,2.6666666666666665,4.8,8.541666666666666,7.5,8.222223333333334,6.116945666666667,Ágata
ALUNO-1088,2021,,,,,,,,,,
ALUNO-1088,2022,,,,,,,,,,
ALUNO-1089,2020,0B,9.500020000000001,5,8.5,10,10,7.5,10.00001,8.900004,Topázio
ALUNO-1089,2021,1.0,9.0,5.0,3.6,2.9,7.5,7.5,7.2,5.653,Ágata
ALUNO-1089,2022,,,,,,,,,,
ALUNO-109,2020,,,,,,,,,,
ALUNO-109,2021,6.0,7.5,5.0,7.8,6.7,8.4,7.5,8.2,7.360,Ametista
ALUNO-109,2022,,,,,,,,,,
ALUNO-1090,2020,1N,7.00002,5,8,4.6,7.083333333333333,7.5,7.166663333333332,6.611668,Ágata
ALUNO-1090,2021,1.0,8.5,5.0,3.7,8.8,7.9,7.5,9.0,7.179,Ametista
ALUNO-1090,2022,1.0,8.500020000000001,5.0,1.0,5.481481481481482,5.833333333333334,7.5,5.999993333333334,5.179630296296297,Quartzo
ALUNO-1091,2020,,,,,,,,,,
ALUNO-1091,2021,,,,,,,,,,
ALUNO-1091,2022,2.0,9.000020000000001,5.0,2.25,4.866442199775533,6.458333333333334,7.5,6.499993333333334,5.519122439955107,Quartzo
ALUNO-1092,2020,6A,0,10,2,4.9,7.96875,7.5,6.9166625,5.3102075,Quartzo
ALUNO-1092,2021,,,,,,,,,,
ALUNO-1092,2022,,,,,,,,,,
ALUNO-1093,2020,5B,9.16668,5,5.333333333333333,9.1,8.333333333333332,7.5,7.055553333333334,7.297778666666666,Ametista
ALUNO-1093,2021,6.0,7.9,10.0,5.4,7.2,8.0,7.5,6.8,7.225,Ametista
