NOME,GENERO,FASE,IDADE,ENSINO,INDE,PEDRA,IAA,IEG,IPS,IDA,IPP,IPV,IAN,ANO
ALUNO-1,F,2,11,Pública,7.883752,Ametista,8.500020000000001,8.7,7.5,7.0,5.9375,7.75,10.0,2020
ALUNO-3,F,3,12,Pública,7.856389666666666,Ametista,7.91667,8.9,7.5,5.5,8.125,8.111113333333334,10.0,2020
ALUNO-4,M,1,10,Pública,5.076252,Quartzo,8.000020000000001,4.1,6.875,0.0,7.1875,7.75,5.0,2020
ALUNO-5,M,2,10,Pública,8.077085,Ametista,7.50002,8.0,7.5,7.5,8.4375,8.166665,10.0,2020
ALUNO-8,F,4,14,Privada,8.381390666666666,Ametista,8.33334,9.9,4.375,7.333333333333333,8.749999999999998,8.94445,10.0,2020
ALUNO-10,F,3,13,Pública,5.1618745,Quartzo,5.83333,5.2,3.75,0.0,7.96875,6.8333325,10.0,2020
ALUNO-11,M,0,8,Pública,9.712504,Topázio,9.000020000000001,10.0,8.125,10.0,10.0,10.00001,10.0,2020
ALUNO-12,M,3,14,Privada,5.838887333333334,Quartzo,6.25,6.0,5.625,6.666666666666667,5.624999999999999,5.277770000000001,5.0,2020
ALUNO-14,F,2,11,Pública,6.434585,Ágata,8.000020000000001,7.6,6.875,0.0,8.4375,7.916665,10.0,2020
ALUNO-15,F,2,12,Pública,5.162502,Quartzo,8.500020000000001,4.0,7.5,0.0,8.125,7.25,5.0,2020
ALUNO-17,M,1,13,Pública,7.766252,Ametista,9.50002,6.8,7.5,10.0,6.5625,7.75,5.0,2020
ALUNO-18,M,3,14,Pública,7.2055576666666665,Ágata,9.58335,7.0,7.5,6.5,7.083333333333334,7.944446666666665,5.0,2020
ALUNO-28,F,3,13,Privada,9.354725666666669,Topázio,9.58335,9.6,6.875,9.0,10.0,9.944453333333334,10.0,2020
ALUNO-30,F,0,7,Pública,7.125001,Ágata,7.916679999999999,10.0,7.5,4.75,2.5,6.916665,10.0,2020
ALUNO-33,M,3,13,Pública,7.013888333333334,Ágata,6.66667,4.5,7.5,8.666666666666666,7.083333333333334,6.277773333333332,10.0,2020
ALUNO-34,F,2,12,Pública,7.698890666666667,Ametista,8.500020000000001,9.3,6.875,7.0,8.125,7.944443333333334,5.0,2020
ALUNO-35,F,7,18,Pública,6.64396,Ágata,8.75001,6.1,6.25,5.0,7.65625,8.29167,5.0,2020
ALUNO-36,F,3,14,Pública,8.307780333333334,Ametista,9.58335,9.9,7.5,8.0,8.749999999999998,8.222226666666668,5.0,2020
ALUNO-37,M,2,10,Pública,6.6788913333333335,Ágata,10.00002,7.7,4.375,2.5,6.458333333333333,7.77778,10.0,2020
ALUNO-39,F,3,13,Pública,8.131388333333334,Ametista,6.24999,9.4,7.5,8.333333333333334,8.541666666666666,6.777780000000001,10.0,2020
ALUNO-41,M,1,11,Pública,7.460002,Ametista,8.000020000000001,8.3,7.5,7.25,7.5,7.75,5.0,2020
ALUNO-43,F,4,13,Pública,7.805209,Ametista,7.5,7.5,7.5,7.0,7.96875,8.04167,10.0,2020
ALUNO-44,M,1,9,Pública,6.218335,Ágata,9.000020000000001,6.8,7.5,0.0,6.25,7.916665,10.0,2020
ALUNO-45,M,1,11,Pública,6.631252,Ágata,8.500020000000001,1.0,7.5,10.0,7.8125,7.75,5.0,2020
ALUNO-46,F,0,8,Pública,6.966669,Ágata,9.50002,10.0,7.5,0.0,7.5,7.583335,10.0,2020
ALUNO-51,M,0,8,Pública,8.955835,Topázio,9.50002,9.8,7.5,10.0,8.125,7.416665,10.0,2020
ALUNO-52,M,2,10,Pública,8.181112666666667,Ametista,10.00002,8.6,6.25,7.0,7.916666666666668,8.22222,10.0,2020
ALUNO-53,F,5,15,Privada,8.696667999999999,Topázio,9.16668,10.0,7.5,8.2,0.0,0.0,10.0,2020
ALUNO-55,F,6,17,Privada,6.878125166666666,Ágata,0.0,9.0,7.5,6.333333333333333,8.28125,8.666667499999999,5.0,2020
ALUNO-57,M,6,16,Privada,7.311667166666667,Ametista,8.33334,7.1,6.25,5.833333333333333,7.5,7.5833325,10.0,2020
ALUNO-59,M,3,13,Pública,6.563055666666668,Ágata,8.75001,3.6,7.5,6.0,7.291666666666667,6.444439999999998,10.0,2020
ALUNO-60,M,5,17,Privada,7.679582333333333,Ametista,7.5,9.7,6.875,6.666666666666667,8.4375,8.124995,5.0,2020
ALUNO-61,F,1,10,Pública,5.604168666666667,Quartzo,9.000020000000001,6.5,7.5,0.0,6.875,7.333333333333333,5.0,2020
ALUNO-62,M,2,12,Pública,6.330001333333334,Ágata,7.916679999999999,6.9,7.5,3.5,7.083333333333333,7.5,5.0,2020
ALUNO-68,M,1,10,Pública,5.988752,Quartzo,9.000020000000001,7.6,7.5,0.0,7.1875,8.0,5.0,2020
ALUNO-71,F,0,10,Pública,7.550001,Ametista,8.500020000000001,10.0,5.0,9.5,2.5,7.749995,5.0,2020
ALUNO-75,F,3,11,Privada,9.687504,Topázio,10.00002,10.0,10.0,9.0,9.375,9.75001,10.0,2020
ALUNO-76,F,0,7,Pública,8.958334,Topázio,8.91668,10.0,10.0,10.0,7.5,6.58333,10.0,2020
ALUNO-78,F,1,10,Pública,7.352085,Ametista,9.50002,9.0,7.5,5.5,7.1875,7.666665,5.0,2020
ALUNO-80,M,2,10,Pública,6.499723333333334,Ágata,6.91668,9.2,7.5,0.0,7.291666666666667,7.444443333333333,10.0,2020
ALUNO-81,F,4,15,Pública,7.386391000000001,Ametista,5.41667,8.8,7.5,6.0,8.125,9.11112,5.0,2020
ALUNO-82,F,0,9,Pública,7.954169,Ametista,8.500020000000001,10.0,7.5,8.5,6.875,7.333335,5.0,2020
ALUNO-83,F,4,14,Privada,8.155003333333333,Ametista,9.16668,9.4,5.625,5.333333333333333,8.958333333333332,9.166676666666666,10.0,2020
ALUNO-84,F,0,8,Pública,8.750001000000001,Topázio,9.000020000000001,10.0,10.0,8.5,7.5,6.999995,10.0,2020
ALUNO-85,M,0,9,Pública,7.263334,Ágata,9.50002,9.9,2.5,10.0,2.5,6.66666,5.0,2020
ALUNO-86,M,6,17,Pública,5.688333833333334,Quartzo,8.33334,4.9,7.5,3.6666666666666665,7.5,5.7083325,5.0,2020
ALUNO-87,F,4,14,Privada,8.188612666666666,Ametista,8.33334,9.2,5.625,6.666666666666667,8.749999999999998,8.722226666666666,10.0,2020
ALUNO-88,F,2,11,Privada,9.04042,Topázio,10.00002,9.4,7.5,9.5,5.9375,9.58334,10.0,2020
ALUNO-89,F,0,9,Pública,7.937502,Ametista,10.00002,10.0,7.5,7.5,6.875,7.5,5.0,2020
ALUNO-90,M,3,14,Pública,7.073542833333333,Ágata,8.33334,5.8,7.5,7.666666666666667,7.96875,7.5000025,5.0,2020
ALUNO-91,F,2,10,Pública,6.846668,Ágata,9.000020000000001,6.4,6.875,4.5,5.625,7.58333,10.0,2020
ALUNO-94,F,3,12,Pública,6.7552085,Ágata,7.08333,6.0,7.5,4.0,7.96875,7.5000025,10.0,2020
ALUNO-95,F,3,15,Pública,7.336876333333333,Ametista,9.58335,8.2,7.5,6.666666666666667,7.96875,6.791665,5.0,2020
ALUNO-96,M,7,18,Pública,6.432500999999999,Ágata,9.16668,6.1,6.875,3.0,7.5,8.791664999999998,5.0,2020
ALUNO-97,F,2,12,Pública,7.393752,Ametista,9.50002,8.0,7.5,6.0,8.4375,7.75,5.0,2020
ALUNO-100,F,1,12,Pública,6.908335000000001,Ágata,9.000020000000001,6.5,4.375,7.5,6.875,7.916665,5.0,2020
ALUNO-102,M,1,9,Pública,7.966668666666667,Ametista,8.000020000000001,8.5,7.5,7.0,7.5,7.833333333333333,10.0,2020
ALUNO-103,F,0,8,Pública,8.597919000000001,Topázio,9.000020000000001,10.0,7.5,8.5,7.8125,7.333335,10.0,2020
ALUNO-105,F,3,13,Pública,8.516877,Topázio,9.16668,9.6,7.5,8.0,7.96875,7.66667,10.0,2020
ALUNO-106,F,0,10,Pública,8.450002,Ametista,9.50002,10.0,7.5,10.0,7.5,7.5,5.0,2020
ALUNO-111,F,3,14,Pública,6.8535425,Ágata,7.91667,7.7,7.5,4.5,7.96875,7.8750025,5.0,2020
ALUNO-112,F,3,14,Pública,6.448887666666667,Ágata,7.91667,6.8,4.375,5.333333333333333,7.708333333333334,7.611103333333333,5.0,2020
ALUNO-113,F,1,11,Pública,7.693335000000001,Ametista,8.500020000000001,8.8,7.5,7.5,7.5,7.916665,5.0,2020
ALUNO-115,M,4,15,Pública,5.331389333333334,Quartzo,9.16668,1.9,6.875,5.166666666666667,7.916666666666667,5.111106666666666,5.0,2020
ALUNO-117,F,1,10,Pública,8.032085,Ametista,8.000020000000001,8.9,7.5,9.5,7.1875,7.916665,5.0,2020
ALUNO-118,F,1,8,Pública,8.342085,Ametista,8.500020000000001,7.7,7.5,10.0,7.1875,7.416665,10.0,2020
ALUNO-120,F,0,9,Pública,7.895835000000001,Ametista,9.000020000000001,10.0,8.125,9.5,2.5,7.666665,5.0,2020
ALUNO-125,M,1,10,Pública,7.187502,Ágata,9.000020000000001,9.0,7.5,5.0,7.708333333333334,7.333333333333333,5.0,2020
ALUNO-128,F,0,9,Pública,5.854169000000001,Quartzo,7.416679999999999,10.0,5.625,5.5,2.5,3.500005,5.0,2020
ALUNO-132,F,4,14,Pública,7.344792,Ametista,8.75001,6.5,7.5,6.0,8.28125,6.95833,10.0,2020
ALUNO-133,M,0,10,Pública,8.428752,Ametista,10.00002,9.8,7.5,10.0,7.1875,7.5,5.0,2020
ALUNO-135,F,1,9,Pública,7.798752,Ametista,9.000020000000001,8.4,7.5,6.5,7.1875,7.25,10.0,2020
ALUNO-136,F,5,16,Pública,4.643056,Quartzo,7.5,4.0,4.375,2.0,6.666666666666667,5.444446666666667,5.0,2020
ALUNO-139,F,5,17,Pública,6.105834000000001,Ágata,9.16668,5.8,7.5,4.333333333333333,8.125,5.499996666666667,5.0,2020
ALUNO-145,M,7,17,Privada,8.345001166666666,Ametista,7.91667,9.1,7.5,7.333333333333333,7.5,8.8333375,10.0,2020
ALUNO-146,F,1,9,Pública,6.385835333333334,Ágata,10.00002,7.2,7.5,0.0,7.291666666666667,7.333333333333333,10.0,2020
ALUNO-147,F,2,13,Pública,5.934724000000001,Quartzo,9.000020000000001,8.0,7.5,0.0,7.291666666666667,7.277776666666666,5.0,2020
ALUNO-149,F,6,16,Pública,7.131667,Ágata,7.5,8.7,5.625,3.0,8.125,8.333335,10.0,2020
ALUNO-151,M,1,11,Pública,8.238891333333333,Ametista,9.50002,9.5,7.5,7.5,9.166666666666666,8.611113333333334,5.0,2020
ALUNO-152,F,3,11,Privada,7.963542166666667,Ametista,6.24999,9.0,7.5,6.333333333333333,7.96875,8.6250075,10.0,2020
ALUNO-153,M,4,13,Privada,8.167711833333334,Ametista,10.00002,9.0,7.5,4.666666666666667,8.59375,9.1250075,10.0,2020
ALUNO-154,M,1,10,Pública,5.884585,Quartzo,8.500020000000001,7.1,7.5,0.0,7.8125,7.916665,5.0,2020
ALUNO-156,M,2,12,Privada,7.110556666666668,Ágata,7.916679999999999,8.9,7.5,5.0,6.666666666666667,8.11111,5.0,2020
ALUNO-157,M,1,10,Pública,7.177224000000001,Ágata,9.50002,6.4,7.5,6.75,7.916666666666668,7.777776666666667,5.0,2020
ALUNO-158,F,3,14,Pública,6.064722,Quartzo,9.16668,5.9,3.75,5.0,7.708333333333334,6.611103333333333,5.0,2020
ALUNO-160,F,1,10,Pública,4.478057333333334,Quartzo,8.000020000000001,2.3,5.0,0.0,7.291666666666667,7.444443333333333,5.0,2020
ALUNO-161,F,8,18,Privada,8.891667,Ametista,7.91667,10.0,7.5,9.0,0.0,0.0,10.0,2020
ALUNO-162,M,1,10,Pública,7.953752000000001,Ametista,8.500020000000001,8.8,7.5,8.5,8.4375,7.75,5.0,2020
ALUNO-163,M,1,12,Pública,6.440002,Ágata,7.50002,8.2,5.0,6.25,2.5,7.75,5.0,2020
ALUNO-164,F,1,10,Pública,7.708752,Ametista,9.50002,8.7,7.5,7.5,7.1875,7.75,5.0,2020
ALUNO-165,F,0,11,Pública,8.431252,Ametista,9.000020000000001,10.0,7.5,10.0,7.8125,7.5,5.0,2020
ALUNO-168,F,1,11,Pública,8.082224,Ametista,10.00002,8.8,7.5,8.5,7.5,8.11111,5.0,2020
ALUNO-169,F,0,8,Pública,7.800001000000001,Ametista,9.000020000000001,10.0,5.0,10.0,2.5,5.749995,10.0,2020
ALUNO-173,F,5,16,Pública,3.7383341666666654,Quartzo,7.91667,0.9,3.125,2.833333333333333,5.625,4.1250025,5.0,2020
ALUNO-174,M,5,15,Privada,7.921668,Ametista,9.16668,10.0,5.625,7.2,0.0,0.0,10.0,2020
ALUNO-183,M,0,11,Pública,7.862503,Ametista,9.000020000000001,10.0,8.125,10.0,2.5,7.000005,5.0,2020
ALUNO-184,M,1,9,Pública,8.257224,Ametista,10.00002,8.3,7.5,7.5,7.916666666666668,7.777776666666667,10.0,2020
ALUNO-186,F,3,16,Pública,6.314166333333334,Ágata,8.75001,5.8,7.5,5.666666666666667,8.125,6.66666,2.5,2020
ALUNO-187,F,2,10,Pública,6.41389,Ágata,8.500020000000001,8.0,7.5,0.0,7.916666666666667,7.111106666666665,10.0,2020
ALUNO-188,F,3,13,Pública,7.744167,Ametista,7.08333,4.7,7.5,9.0,8.125,8.66667,10.0,2020
ALUNO-189,F,1,10,Pública,7.2558353333333345,Ágata,8.000020000000001,8.3,5.0,8.0,7.291666666666667,7.333333333333333,5.0,2020
ALUNO-190,M,7,17,Privada,8.733751333333334,Topázio,8.33334,9.2,6.875,7.666666666666667,9.0625,9.666670000000002,10.0,2020
ALUNO-192,F,1,11,Pública,4.854723333333333,Quartzo,7.416679999999999,5.1,5.0,0.0,6.041666666666666,7.444443333333333,5.0,2020
ALUNO-193,F,3,13,Pública,8.539168666666667,Topázio,10.00002,9.8,5.0,7.0,8.125,9.333333333333332,10.0,2020
ALUNO-194,M,6,17,Privada,7.1214596666666665,Ágata,8.33334,8.3,6.875,6.333333333333333,7.65625,7.04167,5.0,2020
ALUNO-197,M,3,12,Pública,8.832500666666666,Topázio,8.33334,9.6,7.5,8.666666666666666,8.958333333333332,8.5,10.0,2020
ALUNO-198,M,6,16,Pública,5.518958,Quartzo,0.0,6.1,5.625,4.5,5.78125,6.291665,10.0,2020
ALUNO-199,F,3,14,Pública,6.658610666666666,Ágata,6.25,4.8,7.5,7.666666666666667,8.125,7.388886666666666,5.0,2020
ALUNO-200,M,4,13,Pública,7.355834833333334,Ametista,7.91667,5.8,7.5,5.666666666666667,8.125,8.5416725,10.0,2020
ALUNO-201,M,3,14,Pública,7.718541500000001,Ametista,7.08333,9.4,7.5,8.0,7.96875,7.4166675,5.0,2020
ALUNO-202,F,2,12,Pública,3.7799986666666663,Quartzo,0.0,2.9,6.875,0.0,6.458333333333334,6.833326666666666,5.0,2020
ALUNO-206,M,6,16,Pública,5.2162495,Quartzo,0.0,4.3,7.5,2.0,7.8125,7.1249975,10.0,2020
ALUNO-208,F,2,11,Pública,7.842502,Ametista,9.000020000000001,9.4,7.5,5.0,8.125,7.5,10.0,2020
ALUNO-209,M,0,9,Pública,9.075004,Topázio,9.50002,10.0,6.25,10.0,10.0,10.00001,5.0,2020
ALUNO-210,M,5,13,Privada,8.213058666666669,Ametista,10.00002,9.1,7.5,5.666666666666667,8.541666666666666,8.277783333333332,10.0,2020
ALUNO-212,M,0,8,Pública,6.345836,Ágata,7.416679999999999,10.0,4.375,7.0,2.5,2.58334,10.0,2020
ALUNO-213,F,2,12,Pública,8.081669333333334,Ametista,9.000020000000001,9.7,5.0,9.0,8.749999999999998,7.833336666666668,5.0,2020
ALUNO-215,F,1,9,Pública,8.874585000000002,Topázio,9.50002,9.3,7.5,10.0,7.8125,7.666665,10.0,2020
ALUNO-216,F,8,18,Privada,5.960001,Quartzo,8.75001,0.0,5.625,7.4,0.0,0.0,10.0,2020
ALUNO-217,F,1,9,Pública,8.942503,Topázio,8.000020000000001,9.4,7.5,9.5,8.125,9.000005,10.0,2020
ALUNO-219,F,2,11,Pública,7.832084999999999,Ametista,9.50002,7.9,8.75,5.0,8.4375,7.916665,10.0,2020
ALUNO-222,M,1,8,Pública,8.478752,Topázio,9.000020000000001,7.8,7.5,9.5,7.1875,8.25,10.0,2020
ALUNO-223,M,1,10,Pública,6.59278,Ágata,9.000020000000001,5.2,6.875,5.0,8.541666666666668,8.055556666666668,5.0,2020
ALUNO-225,F,4,14,Pública,8.845558333333333,Topázio,9.58335,9.7,7.5,8.333333333333334,8.749999999999998,8.277783333333334,10.0,2020
ALUNO-226,M,2,11,Privada,7.849446666666667,Ametista,8.500020000000001,7.4,5.625,7.5,8.125,8.222223333333332,10.0,2020
ALUNO-227,F,3,15,Pública,5.981250166666666,Quartzo,8.75001,3.0,7.5,6.333333333333333,7.8125,6.0416625,5.0,2020
ALUNO-229,F,1,10,Pública,5.890556,Quartzo,7.33334,7.8,7.5,0.0,7.916666666666668,7.777776666666667,5.0,2020
ALUNO-230,M,3,14,Privada,5.0047223333333335,Quartzo,8.75001,6.1,4.375,2.333333333333333,5.833333333333333,4.611106666666667,5.0,2020
ALUNO-231,F,6,16,Pública,5.959792166666666,Quartzo,8.33334,3.7,5.0,4.333333333333333,7.03125,6.5833325,10.0,2020
ALUNO-235,F,3,12,Privada,8.125001833333334,Ametista,8.333350000000001,9.0,7.5,7.666666666666667,7.5,7.2916675,10.0,2020
ALUNO-238,M,2,13,Pública,6.492502,Ágata,9.000020000000001,8.4,5.0,4.0,5.625,7.75,5.0,2020
ALUNO-241,M,1,11,Pública,7.285002,Ametista,9.000020000000001,8.8,6.25,9.5,2.5,6.75,5.0,2020
ALUNO-242,M,1,11,Pública,6.707085000000001,Ágata,9.000020000000001,7.4,6.25,5.5,7.1875,6.916665,5.0,2020
ALUNO-246,F,1,10,Pública,7.639168666666666,Ametista,9.50002,8.3,6.875,8.0,7.083333333333333,7.666666666666666,5.0,2020
ALUNO-251,F,1,9,Pública,8.575835333333334,Topázio,8.500020000000001,8.9,7.5,10.0,7.291666666666667,7.333333333333333,10.0,2020
ALUNO-259,M,7,17,Privada,8.753335833333333,Topázio,9.16668,9.1,7.5,7.666666666666667,8.75,9.2916725,10.0,2020
ALUNO-261,M,3,16,Pública,7.251668666666667,Ágata,9.16668,8.8,7.5,6.333333333333333,7.5,7.79167,2.5,2020
ALUNO-262,M,5,15,Privada,8.221251333333335,Ametista,7.91667,9.2,5.0,6.666666666666667,9.0625,9.250005,10.0,2020
ALUNO-263,F,5,15,Privada,8.386113666666667,Ametista,9.58335,9.5,6.875,6.333333333333333,8.958333333333332,8.388893333333336,10.0,2020
ALUNO-265,F,4,15,Pública,7.630557666666667,Ametista,8.75001,10.0,6.875,6.0,8.125,7.777783333333335,5.0,2020
ALUNO-266,M,1,9,Pública,8.336252,Ametista,8.500020000000001,8.9,5.625,8.5,8.4375,8.0,10.0,2020
ALUNO-267,M,3,14,Privada,8.370558666666668,Ametista,9.16668,9.7,5.625,8.0,8.958333333333334,9.777786666666666,5.0,2020
ALUNO-269,M,1,11,Pública,7.099168666666667,Ágata,7.50002,8.6,7.5,5.75,7.291666666666667,7.5,5.0,2020
ALUNO-270,M,3,11,Pública,7.1900010000000005,Ágata,6.66667,4.2,4.375,8.666666666666666,8.125,8.500003333333334,10.0,2020
ALUNO-273,F,1,14,Pública,4.386945333333334,Quartzo,9.000020000000001,4.4,7.5,0.0,7.291666666666667,4.388883333333333,2.5,2020
ALUNO-274,F,5,16,Pública,6.113055666666667,Ágata,7.91667,5.6,7.5,3.6666666666666665,7.291666666666667,7.444443333333334,5.0,2020
ALUNO-275,F,3,13,Pública,6.399376666666667,Ágata,10.00002,5.2,7.5,4.333333333333333,6.09375,5.666665,10.0,2020
ALUNO-277,M,1,12,Pública,8.018889999999999,Ametista,9.50002,8.4,5.625,10.0,7.708333333333334,7.777773333333332,5.0,2020
ALUNO-278,M,5,17,Pública,8.240834333333334,Ametista,8.75001,9.6,9.375,7.333333333333333,8.749999999999998,8.333333333333334,5.0,2020
ALUNO-280,M,1,10,Pública,6.6462520000000005,Ágata,8.500020000000001,6.2,5.0,6.5,6.5625,8.0,5.0,2020
ALUNO-284,M,3,14,Pública,7.901875833333333,Ametista,7.91667,9.9,7.5,7.666666666666667,7.96875,7.7500025,5.0,2020
ALUNO-285,F,2,11,Pública,5.112502,Quartzo,9.50002,0.0,7.5,1.0,8.125,7.0,10.0,2020
ALUNO-286,F,1,12,Pública,6.956252,Ágata,8.000020000000001,6.0,6.875,7.5,7.1875,7.75,5.0,2020
ALUNO-287,F,2,11,Pública,8.302085,Ametista,7.416679999999999,8.5,7.5,7.5,8.4375,8.833335,10.0,2020
ALUNO-288,F,2,12,Pública,6.840002,Ágata,9.000020000000001,7.7,7.5,3.75,8.333333333333334,7.833333333333334,5.0,2020
ALUNO-292,M,4,15,Pública,8.485558666666666,Topázio,10.00002,9.9,6.875,7.666666666666667,8.958333333333332,9.44445,5.0,2020
ALUNO-293,F,5,14,Pública,4.4162505,Quartzo,6.66667,1.3,4.375,0.0,7.1875,6.6666675,10.0,2020
ALUNO-295,M,1,9,Pública,7.586252,Ametista,9.000020000000001,8.9,4.375,7.25,4.6875,7.75,10.0,2020
ALUNO-296,F,2,10,Pública,7.713335,Ametista,9.000020000000001,8.9,7.5,5.0,7.5,7.666665,10.0,2020
ALUNO-297,M,3,15,Pública,7.201112,Ágata,8.33334,8.7,4.375,6.0,8.125,8.38889,5.0,2020
ALUNO-298,M,1,11,Pública,6.3366690000000006,Ágata,8.500020000000001,6.6,5.0,6.5,5.0,6.833335,5.0,2020
ALUNO-299,M,8,19,Privada,8.388334,Ametista,5.83334,10.0,5.625,9.2,0.0,0.0,10.0,2020
ALUNO-300,F,8,18,Privada,6.776668000000001,Ágata,9.16668,0.0,7.5,8.4,0.0,0.0,10.0,2020
ALUNO-301,M,1,9,Pública,8.848335333333335,Topázio,10.00002,9.2,7.5,9.5,7.916666666666668,7.833333333333333,10.0,2020
ALUNO-305,F,2,13,Privada,7.361390666666666,Ametista,8.500020000000001,8.3,7.5,6.5,6.458333333333334,8.277776666666666,5.0,2020
ALUNO-306,F,7,17,Pública,3.89146,Quartzo,6.66667,1.4,4.375,0.0,5.15625,4.95834,10.0,2020
ALUNO-309,F,1,9,Pública,8.200002000000001,Ametista,8.500020000000001,6.5,7.5,10.0,7.5,7.75,10.0,2020
ALUNO-312,M,2,11,Pública,8.508890666666668,Topázio,10.00002,9.1,7.5,8.5,5.833333333333333,8.277776666666666,10.0,2020
ALUNO-313,F,0,8,Pública,7.900001,Ametista,7.50002,10.0,7.5,6.5,7.5,6.749995,10.0,2020
ALUNO-315,F,4,13,Pública,9.461114666666669,Topázio,9.16668,10.0,9.375,8.666666666666666,8.958333333333332,9.8889,10.0,2020
ALUNO-316,M,2,11,Pública,6.427501,Ágata,7.41668,7.7,7.5,0.0,8.125,7.916665,10.0,2020
ALUNO-318,F,0,9,Pública,8.300001000000002,Ametista,9.000020000000001,10.0,7.5,10.0,7.5,6.999995,5.0,2020
ALUNO-319,F,2,11,Pública,7.1833350000000005,Ágata,9.000020000000001,9.5,7.5,2.0,7.5,7.416665,10.0,2020
ALUNO-321,M,6,16,Pública,4.9156245,Quartzo,4.58334,2.0,7.5,2.0,6.40625,6.3333275,10.0,2020
ALUNO-323,M,1,11,Privada,6.053335000000001,Quartzo,8.000020000000001,9.1,5.0,4.5,2.5,6.416665,5.0,2020
ALUNO-324,M,6,16,Pública,8.064375833333333,Ametista,8.75001,7.9,7.5,6.666666666666667,8.59375,8.333332500000001,10.0,2020
ALUNO-328,M,3,14,Pública,6.858541000000001,Ágata,7.5,4.1,7.5,9.0,7.96875,7.20833,5.0,2020
ALUNO-329,M,7,17,Privada,7.9835415,Ametista,7.91667,8.6,7.5,7.0,7.96875,7.6249975,10.0,2020
ALUNO-330,M,1,10,Pública,7.680002,Ametista,8.000020000000001,7.9,7.5,8.5,7.5,8.0,5.0,2020
ALUNO-332,F,1,12,Pública,8.258057333333333,Ametista,9.50002,9.2,7.5,10.0,7.291666666666667,7.444443333333333,5.0,2020
ALUNO-335,M,0,8,Pública,7.470837,Ametista,8.500020000000001,10.0,4.375,9.5,2.5,5.166675,10.0,2020
ALUNO-337,F,5,14,Privada,8.952223333333334,Topázio,8.33334,9.9,10.0,7.0,9.166666666666666,9.111113333333332,10.0,2020
ALUNO-338,F,7,17,Pública,5.9127081666666665,Quartzo,8.33334,2.1,7.5,4.333333333333333,7.34375,6.5416625,10.0,2020
ALUNO-339,F,3,14,Pública,8.137224,Ametista,9.16668,9.7,7.5,7.333333333333333,8.749999999999998,8.444446666666668,5.0,2020
ALUNO-340,M,3,14,Pública,7.595277333333334,Ametista,8.33334,9.4,7.5,7.0,8.541666666666666,6.888883333333333,5.0,2020
ALUNO-341,M,8,19,Privada,9.096668,Topázio,9.16668,10.0,7.5,9.2,0.0,0.0,10.0,2020
ALUNO-342,F,2,11,Privada,8.133752000000001,Ametista,9.000020000000001,9.2,5.625,8.0,5.3125,8.5,10.0,2020
ALUNO-343,F,3,16,Pública,7.582500666666667,Ametista,7.5,8.1,7.5,8.0,8.125,9.000003333333334,2.5,2020
ALUNO-344,F,6,16,Pública,4.348541,Quartzo,0.0,3.8,5.0,0.0,6.71875,7.08333,10.0,2020
ALUNO-345,F,0,8,Pública,8.5,Topázio,8.500020000000001,10.0,7.5,10.0,7.5,5.74999,10.0,2020
ALUNO-346,F,1,8,Pública,8.418752000000001,Ametista,9.000020000000001,8.0,7.5,9.5,7.1875,7.75,10.0,2020
ALUNO-348,M,0,9,Pública,7.79167,Ametista,9.50002,10.0,6.25,9.5,2.5,7.83334,5.0,2020
ALUNO-349,F,0,10,Pública,9.200004,Topázio,9.50002,10.0,7.5,10.0,10.0,10.00001,5.0,2020
ALUNO-353,M,2,12,Pública,7.165556666666667,Ágata,10.00002,8.3,6.25,6.0,7.916666666666668,6.944439999999998,5.0,2020
ALUNO-354,F,4,15,Pública,4.656042,Quartzo,9.16668,3.4,4.375,0.0,7.96875,6.624995,5.0,2020
ALUNO-355,M,1,11,Pública,6.407502000000001,Ágata,7.50002,8.1,5.0,4.0,7.708333333333334,7.333333333333333,5.0,2020
ALUNO-359,M,2,10,Pública,8.175279333333334,Ametista,8.500020000000001,9.3,7.5,7.0,7.708333333333334,7.722219999999999,10.0,2020
ALUNO-361,M,1,9,Pública,5.668335,Quartzo,9.000020000000001,4.3,5.625,0.0,8.125,7.666665,10.0,2020
ALUNO-364,M,1,9,Pública,7.813335,Ametista,9.000020000000001,9.9,4.375,7.5,5.625,7.166665,10.0,2020
ALUNO-365,F,5,15,Privada,8.396044333333334,Ametista,9.58335,9.6,5.0,6.666666666666667,8.59375,9.125005000000002,10.0,2020
ALUNO-367,M,3,13,Pública,8.325834666666669,Ametista,9.16668,9.4,7.5,6.666666666666667,8.125,8.166666666666668,10.0,2020
ALUNO-368,M,8,18,Privada,8.695001000000001,Ametista,8.75001,10.0,7.5,8.3,0.0,0.0,10.0,2020
ALUNO-370,M,3,13,Pública,8.613335,Topázio,8.75001,9.9,7.5,6.5,8.75,9.166669999999998,10.0,2020
ALUNO-371,M,7,17,Privada,7.379792666666667,Ametista,7.91667,7.8,5.0,7.333333333333333,5.78125,7.41667,10.0,2020
ALUNO-372,F,2,12,Pública,6.816668000000001,Ágata,9.000020000000001,8.0,5.0,6.0,7.5,6.83333,5.0,2020
ALUNO-373,F,3,14,Pública,6.216666833333334,Ágata,8.75001,5.0,5.625,5.666666666666667,8.125,6.6666625,5.0,2020
ALUNO-375,F,2,10,Privada,9.33542,Topázio,9.000020000000001,9.5,7.5,9.5,9.6875,9.58334,10.0,2020
