NOME,GENERO,FASE,IDADE,ENSINO,INDE,PEDRA,IAA,IEG,IPS,IDA,IPP,IPV,IAN,ANO
ALUNO-397,F,3,12,Privada,4.257,Quartzo,6.7,2.8,3.1,2.5,4.6,3.8,10.0,2021
ALUNO-400,F,1,12,Pública,3.729,Quartzo,0.0,3.3,5.6,1.2,7.3,5.2,5.0,2021
ALUNO-403,M,3,10,Pública,7.878,Ametista,9.2,7.2,7.5,6.4,7.9,8.5,10.0,2021
ALUNO-404,F,4,13,Privada,8.499,Topázio,8.8,9.2,7.5,7.4,8.9,8.3,10.0,2021
ALUNO-405,F,0,9,Pública,7.767,Ametista,8.5,8.3,7.5,6.0,7.5,7.8,10.0,2021
ALUNO-406,M,1,11,Pública,6.868,Ágata,9.0,8.3,6.9,6.4,7.5,5.4,5.0,2021
ALUNO-407,F,4,10,Privada,8.475,Topázio,8.3,8.9,7.5,6.6,9.2,9.4,10.0,2021
ALUNO-408,M,1,9,Pública,8.699,Topázio,9.0,9.2,8.8,7.2,8.8,8.9,10.0,2021
ALUNO-416,F,2,14,Pública,7.349,Ametista,9.0,8.8,4.4,6.9,7.3,8.2,5.0,2021
ALUNO-421,M,4,13,Pública,6.624,Ágata,9.2,5.8,7.5,5.8,7.7,6.9,5.0,2021
ALUNO-422,F,0,13,Pública,7.965,Ametista,9.0,10.0,7.5,7.2,8.4,7.7,5.0,2021
ALUNO-423,M,5,17,Pública,3.146,Quartzo,0.0,1.7,5.0,1.5,6.9,4.2,5.0,2021
ALUNO-424,F,2,10,Pública,5.99,Ágata,9.0,5.0,7.5,4.5,7.3,6.1,5.0,2021
ALUNO-425,F,3,16,Pública,6.642,Ágata,9.2,6.4,7.5,5.5,7.1,6.9,5.0,2021
ALUNO-432,F,0,10,Pública,4.946,Quartzo,9.0,6.7,5.0,2.6,2.5,4.8,5.0,2021
ALUNO-435,F,5,15,Pública,4.169,Quartzo,6.7,4.7,0.0,3.0,7.5,3.5,5.0,2021
ALUNO-436,F,2,9,Pública,7.743,Ametista,9.5,8.8,7.5,6.3,8.5,8.4,5.0,2021
ALUNO-437,F,2,12,Pública,6.482,Ágata,8.5,5.0,7.5,4.0,7.7,6.6,10.0,2021
ALUNO-438,M,5,11,Pública,5.756,Ágata,9.2,5.3,7.5,2.8,7.5,6.1,5.0,2021
ALUNO-440,F,5,10,Pública,7.382,Ametista,8.3,8.1,7.5,6.7,8.1,7.7,5.0,2021
ALUNO-441,M,2,13,Pública,7.571,Ametista,9.0,7.9,6.3,7.8,8.1,8.0,5.0,2021
ALUNO-442,F,1,14,Pública,5.188,Quartzo,8.5,4.2,7.5,0.7,7.5,6.8,5.0,2021
ALUNO-444,F,1,14,Pública,6.469,Ágata,9.5,4.2,7.5,5.1,8.1,8.1,5.0,2021
ALUNO-447,M,1,14,Pública,7.69,Ametista,9.5,9.6,5.0,6.4,7.9,8.7,5.0,2021
ALUNO-448,F,3,11,Pública,7.85,Ametista,9.2,7.8,7.5,6.3,7.5,8.1,10.0,2021
ALUNO-449,F,2,13,Pública,7.653,Ametista,8.5,7.5,7.5,4.9,8.5,8.6,10.0,2021
ALUNO-450,M,5,14,Pública,7.196,Ametista,7.1,7.5,7.5,6.3,8.1,8.3,5.0,2021
ALUNO-451,F,1,10,Pública,5.667,Ágata,8.5,5.0,7.5,1.0,8.3,7.7,5.0,2021
ALUNO-452,M,1,11,Pública,7.118,Ametista,7.0,8.8,7.5,4.8,8.1,8.3,5.0,2021
ALUNO-455,F,2,14,Pública,7.154,Ametista,8.5,7.1,7.5,4.9,7.3,7.2,10.0,2021
ALUNO-463,M,4,10,Privada,8.292,Topázio,9.6,8.3,7.5,7.0,8.8,8.2,10.0,2021
ALUNO-465,M,0,11,Pública,8.123,Ametista,8.5,10.0,7.5,7.6,7.8,8.6,5.0,2021
ALUNO-468,F,2,10,Pública,6.583,Ágata,7.0,6.3,7.5,3.6,7.7,7.0,10.0,2021
ALUNO-469,M,4,10,Privada,6.759,Ágata,6.3,6.7,7.5,6.4,7.3,5.2,10.0,2021
ALUNO-474,M,2,12,Pública,7.215,Ametista,9.0,7.5,7.5,4.6,7.1,7.2,10.0,2021
ALUNO-477,F,2,10,Pública,5.185,Quartzo,0.0,5.8,7.5,4.3,7.3,5.9,5.0,2021
ALUNO-482,F,2,9,Privada,9.021,Topázio,10.0,10.0,7.5,9.1,9.8,9.8,5.0,2021
ALUNO-483,F,2,11,Privada,7.644,Ametista,9.5,8.3,5.0,8.1,7.9,8.1,5.0,2021
ALUNO-485,M,3,12,Pública,6.387,Ágata,7.1,6.1,7.5,5.0,7.3,7.4,5.0,2021
ALUNO-486,M,2,10,Pública,5.511,Quartzo,0.0,6.3,7.5,6.0,6.7,5.7,5.0,2021
ALUNO-487,M,0,9,Pública,7.44,Ametista,10.0,6.7,7.5,7.1,7.8,8.3,5.0,2021
ALUNO-488,F,3,14,Pública,5.539,Ágata,8.3,5.3,7.5,3.0,7.1,5.5,5.0,2021
ALUNO-490,M,4,14,Privada,7.044,Ametista,8.8,7.8,6.9,6.5,7.3,7.0,5.0,2021
ALUNO-494,F,1,10,Pública,8.268,Topázio,9.5,9.2,7.5,7.2,8.8,9.6,5.0,2021
ALUNO-496,F,4,14,Privada,7.895,Ametista,9.6,6.7,7.5,7.5,8.3,7.7,10.0,2021
ALUNO-497,F,2,11,Pública,7.599,Ametista,9.0,8.3,7.5,6.6,8.1,8.2,5.0,2021
ALUNO-498,M,3,14,Pública,5.735,Ágata,9.6,3.9,5.0,3.8,7.3,5.1,10.0,2021
ALUNO-499,F,2,11,Privada,7.497,Ametista,9.0,7.1,7.5,7.1,7.5,8.8,5.0,2021
ALUNO-500,M,7,13,Privada,7.878,Ametista,9.2,8.9,5.6,6.4,8.1,7.6,10.0,2021
ALUNO-502,M,4,10,Pública,6.853,Ágata,10.0,4.7,7.5,3.9,8.8,7.5,10.0,2021
ALUNO-503,M,0,16,Pública,8.008,Ametista,9.5,10.0,7.5,6.9,7.5,8.4,5.0,2021
ALUNO-506,M,0,11,Pública,,#NULO!,7.4,0.0,5.0,4.1,0.0,0.0,10.0,2021
ALUNO-507,F,4,13,Pública,5.58,Ágata,9.6,3.9,5.0,2.8,7.2,5.3,10.0,2021
ALUNO-511,M,0,11,Pública,7.296,Ametista,7.5,8.3,7.5,6.6,7.5,7.8,5.0,2021
ALUNO-512,M,4,12,Privada,7.972,Ametista,8.3,8.6,7.5,7.0,8.8,9.5,5.0,2021
ALUNO-513,F,1,14,Pública,7.285,Ametista,8.5,7.5,7.5,6.1,7.7,8.4,5.0,2021
ALUNO-518,F,7,12,Privada,7.971,Ametista,9.6,6.7,7.5,7.9,8.1,7.7,10.0,2021
ALUNO-520,M,3,13,Privada,8.414,Topázio,7.9,9.7,5.6,7.2,9.0,8.9,10.0,2021
ALUNO-521,F,2,14,Pública,7.254,Ametista,9.5,4.6,7.5,5.3,8.5,8.7,10.0,2021
ALUNO-522,M,2,14,Pública,5.868,Ágata,8.5,4.2,7.5,3.8,7.5,7.1,5.0,2021
ALUNO-523,M,3,15,Pública,7.082,Ametista,7.9,5.6,7.5,6.4,6.9,7.3,10.0,2021
ALUNO-524,M,1,12,Pública,8.494,Topázio,9.5,9.2,7.5,8.4,8.8,9.6,5.0,2021
ALUNO-526,F,1,15,Pública,7.626,Ametista,8.5,8.8,7.5,7.8,7.7,7.3,5.0,2021
ALUNO-527,F,6,14,Privada,7.62,Ametista,9.2,7.2,7.5,7.1,8.6,8.7,5.0,2021
ALUNO-529,M,1,13,Pública,8.09,Ametista,8.0,9.6,7.5,8.0,8.1,8.6,5.0,2021
ALUNO-531,F,5,15,Pública,7.223,Ametista,8.8,8.3,7.5,5.7,7.8,7.5,5.0,2021
ALUNO-533,F,3,13,Pública,5.956,Ágata,9.2,5.3,7.5,4.9,7.8,4.9,5.0,2021
ALUNO-536,M,1,15,Pública,4.586,Quartzo,8.0,1.7,7.5,3.1,6.7,4.6,5.0,2021
ALUNO-537,M,0,15,Pública,4.808,Quartzo,6.3,4.2,7.5,3.4,5.0,4.6,5.0,2021
ALUNO-538,M,2,13,Pública,4.824,Quartzo,9.0,5.0,5.0,1.1,5.2,5.9,5.0,2021
ALUNO-540,M,2,11,Pública,6.078,Ágata,8.5,5.4,7.5,4.5,7.5,6.2,5.0,2021
ALUNO-541,F,4,9,Privada,7.835,Ametista,9.2,6.9,7.5,6.8,8.1,8.0,10.0,2021
ALUNO-542,F,0,11,Pública,7.565,Ametista,8.0,8.3,7.5,7.0,7.8,8.3,5.0,2021
ALUNO-544,M,2,10,Pública,7.292,Ametista,9.0,7.9,6.3,6.7,8.1,7.7,5.0,2021
ALUNO-546,M,6,13,Pública,5.728,Ágata,10.0,7.2,2.5,4.0,4.6,6.3,5.0,2021
ALUNO-547,F,4,11,Pública,6.8,Ágata,7.5,6.4,6.3,7.1,8.0,7.1,5.0,2021
ALUNO-548,F,0,14,Pública,8.431,Topázio,9.5,10.0,7.5,5.3,7.8,9.5,10.0,2021
ALUNO-550,M,0,13,Pública,7.873,Ametista,10.0,8.3,7.5,6.9,7.2,9.3,5.0,2021
ALUNO-555,F,2,13,Pública,8.489,Topázio,7.4,10.0,8.1,6.6,8.5,8.8,10.0,2021
ALUNO-557,M,2,11,Pública,7.543,Ametista,9.0,8.3,6.9,5.9,8.1,8.9,5.0,2021
ALUNO-560,M,2,11,Pública,6.489,Ágata,9.5,4.6,7.5,3.2,8.1,7.1,10.0,2021
ALUNO-561,F,3,12,Pública,4.74,Quartzo,7.9,1.1,7.5,4.0,6.9,4.9,5.0,2021
ALUNO-562,M,2,14,Privada,8.418,Topázio,7.5,7.9,7.5,9.2,8.8,8.1,10.0,2021
ALUNO-563,F,0,12,Pública,8.371,Topázio,9.5,10.0,7.5,7.1,8.1,9.7,5.0,2021
ALUNO-564,M,4,14,Pública,5.755,Ágata,10.0,3.9,7.5,2.8,7.2,4.8,10.0,2021
ALUNO-565,F,1,12,Pública,8.385,Topázio,10.0,8.8,7.5,5.8,8.1,9.6,10.0,2021
ALUNO-566,M,5,13,Pública,8.133,Ametista,8.8,7.8,7.5,7.9,8.4,7.6,10.0,2021
ALUNO-567,M,0,12,Pública,6.885,Ágata,8.0,5.8,7.5,5.0,7.2,7.3,10.0,2021
ALUNO-569,M,1,14,Pública,8.644,Topázio,10.0,10.0,7.5,7.0,7.5,8.7,10.0,2021
ALUNO-570,M,1,12,Pública,5.049,Quartzo,9.5,3.3,7.5,2.0,7.7,5.1,5.0,2021
ALUNO-571,F,3,12,Pública,7.246,Ametista,6.7,7.2,7.5,7.6,7.7,7.9,5.0,2021
ALUNO-572,M,0,13,Pública,8.681,Topázio,7.5,10.0,7.5,6.7,8.4,10.0,10.0,2021
ALUNO-574,M,6,14,Pública,7.336,Ametista,8.8,8.6,7.5,5.7,8.0,7.8,5.0,2021
ALUNO-578,F,0,17,Pública,7.49,Ametista,8.5,6.7,7.5,5.2,7.2,9.0,10.0,2021
ALUNO-579,F,2,17,Pública,7.332,Ametista,8.5,6.3,7.5,5.4,7.5,8.2,10.0,2021
ALUNO-583,F,4,11,Pública,6.535,Ágata,6.7,5.6,7.5,5.8,7.7,7.9,5.0,2021
ALUNO-584,M,1,13,Pública,7.039,Ametista,9.0,8.8,7.5,2.7,8.1,8.9,5.0,2021
ALUNO-585,F,2,11,Pública,2.735,Quartzo,0.0,1.3,4.4,0.4,6.6,5.3,2.5,2021
ALUNO-586,F,1,12,Pública,8.019,Ametista,8.5,9.6,7.5,7.1,8.1,8.9,5.0,2021
ALUNO-588,F,1,10,Pública,8.881,Topázio,10.0,9.6,7.5,7.8,8.8,8.9,10.0,2021
ALUNO-589,M,1,13,Pública,7.413,Ametista,7.4,8.3,7.5,6.4,8.1,8.3,5.0,2021
ALUNO-594,M,1,9,Pública,7.476,Ametista,9.5,9.2,7.5,4.8,7.9,8.4,5.0,2021
ALUNO-595,M,0,10,Pública,8.806,Topázio,9.5,10.0,7.5,6.9,7.8,9.8,10.0,2021
ALUNO-596,M,1,9,Pública,6.374,Ágata,10.0,6.7,7.5,3.0,8.1,6.9,5.0,2021
ALUNO-602,F,1,11,Pública,4.94,Quartzo,0.0,4.6,7.5,2.3,8.4,7.3,5.0,2021
ALUNO-603,M,1,8,Pública,5.787,Ágata,0.0,9.2,3.1,3.3,8.1,8.3,5.0,2021
ALUNO-608,M,4,11,Pública,7.31,Ametista,7.1,7.2,5.0,8.5,7.7,8.5,5.0,2021
ALUNO-610,M,5,10,Pública,6.913,Ametista,8.8,6.4,7.5,5.8,8.4,7.5,5.0,2021
ALUNO-613,F,1,7,Pública,7.196,Ametista,9.5,9.2,3.1,5.5,8.3,8.3,5.0,2021
ALUNO-615,F,1,11,Pública,8.358,Topázio,9.0,8.8,7.5,7.4,7.5,8.7,10.0,2021
ALUNO-617,M,0,10,Pública,8.583,Topázio,9.0,10.0,7.5,5.9,8.1,9.7,10.0,2021
ALUNO-619,F,2,10,Pública,6.682,Ágata,7.9,5.0,7.5,4.6,7.7,7.2,10.0,2021
ALUNO-620,M,1,8,Pública,2.942,Quartzo,0.0,1.3,7.5,0.0,6.3,4.1,5.0,2021
ALUNO-622,F,3,9,Pública,5.193,Quartzo,10.0,3.6,7.5,0.7,6.9,4.5,10.0,2021
ALUNO-624,F,3,11,Pública,5.742,Ágata,7.1,5.0,7.5,5.1,7.1,6.5,2.5,2021
ALUNO-627,M,0,9,Pública,7.442,Ametista,8.0,8.3,7.5,6.9,7.5,8.0,5.0,2021
ALUNO-628,M,0,7,Pública,7.438,Ametista,9.0,8.3,7.5,5.9,7.5,8.4,5.0,2021
ALUNO-632,M,0,7,Pública,5.888,Ágata,9.0,5.0,7.5,3.4,7.5,6.5,5.0,2021
ALUNO-634,M,1,7,Privada,3.754,Quartzo,6.3,2.1,6.3,2.4,4.4,3.3,5.0,2021
ALUNO-635,M,5,8,Pública,4.494,Quartzo,4.6,3.3,5.0,4.8,5.9,4.0,5.0,2021
ALUNO-638,F,2,8,Pública,6.783,Ágata,8.5,6.3,6.9,6.1,7.5,7.7,5.0,2021
ALUNO-642,F,1,8,Pública,7.082,Ametista,8.5,7.5,6.3,6.4,6.9,8.2,5.0,2021
ALUNO-644,F,2,7,Privada,9.163,Topázio,10.0,10.0,5.0,9.4,8.5,9.7,10.0,2021
ALUNO-645,F,0,7,Pública,6.633,Ágata,10.0,6.7,7.5,5.3,7.5,6.2,5.0,2021
ALUNO-646,F,2,9,Pública,7.396,Ametista,9.0,7.9,7.5,6.6,7.7,7.8,5.0,2021
ALUNO-647,F,2,8,Pública,3.868,Quartzo,9.5,1.7,5.0,0.0,7.3,4.3,5.0,2021
ALUNO-653,F,0,8,Pública,6.942,Ametista,9.0,5.8,7.5,4.9,7.5,7.0,10.0,2021
ALUNO-657,M,2,10,Pública,8.046,Ametista,9.5,6.3,7.5,8.5,9.0,10.0,5.0,2021
ALUNO-658,M,0,8,Pública,5.615,Ágata,9.5,4.2,7.5,2.8,7.8,6.2,5.0,2021
ALUNO-659,M,3,9,Pública,5.348,Quartzo,8.3,3.6,7.5,1.3,7.8,5.1,10.0,2021
ALUNO-660,F,5,9,Pública,5.336,Quartzo,8.3,4.7,0.0,5.3,7.9,6.0,5.0,2021
ALUNO-663,M,2,9,Pública,5.479,Quartzo,7.8,2.9,7.5,3.3,6.7,5.2,10.0,2021
ALUNO-664,M,5,10,Privada,8.681,Topázio,10.0,8.6,7.5,9.3,8.8,9.9,5.0,2021
ALUNO-668,F,2,8,Pública,6.722,Ágata,8.0,5.8,7.5,4.5,7.5,6.8,10.0,2021
ALUNO-670,M,6,8,Privada,7.872,Ametista,7.9,7.5,7.5,7.9,9.2,9.2,5.0,2021
ALUNO-671,F,1,8,Pública,7.963,Ametista,9.0,9.6,6.3,7.4,8.3,8.5,5.0,2021
ALUNO-672,F,1,9,Pública,5.411,Quartzo,9.5,3.3,7.5,2.3,7.7,6.6,5.0,2021
ALUNO-675,F,5,8,Pública,4.6,Quartzo,8.3,2.8,7.5,0.0,7.5,3.6,10.0,2021
ALUNO-681,F,2,9,Pública,6.842,Ágata,8.5,6.3,6.9,6.6,7.3,7.5,5.0,2021
ALUNO-682,M,1,7,Pública,8.04,Ametista,8.0,9.6,7.5,7.3,8.1,9.1,5.0,2021
ALUNO-685,M,0,10,Pública,6.048,Ágata,8.5,5.0,6.3,4.7,7.2,7.1,5.0,2021
ALUNO-686,F,0,9,Pública,6.917,Ametista,9.5,5.8,7.5,6.5,7.5,7.5,5.0,2021
ALUNO-687,M,3,10,Pública,5.101,Quartzo,6.7,5.0,7.5,2.0,7.3,5.3,5.0,2021
ALUNO-688,F,7,8,Pública,7.738,Ametista,8.3,9.7,5.6,8.3,7.8,7.3,5.0,2021
ALUNO-689,F,2,10,Privada,7.908,Ametista,8.5,9.2,7.5,7.9,7.5,8.3,5.0,2021
ALUNO-690,F,0,11,Pública,6.042,Ágata,9.0,8.3,0.0,4.9,7.5,6.2,5.0,2021
ALUNO-693,F,0,8,Pública,6.675,Ágata,8.5,5.0,7.5,5.9,7.5,8.3,5.0,2021
ALUNO-694,F,0,8,Pública,8.665,Topázio,9.5,10.0,7.5,7.3,7.8,8.7,10.0,2021
ALUNO-695,F,0,8,Pública,8.263,Topázio,10.0,10.0,7.5,7.1,7.5,9.3,5.0,2021
ALUNO-698,F,6,11,Pública,7.294,Ametista,7.9,8.1,5.6,7.2,8.1,7.9,5.0,2021
ALUNO-700,F,2,8,Pública,6.197,Ágata,9.5,4.6,7.5,4.9,7.5,6.8,5.0,2021
ALUNO-703,M,3,9,Pública,7.106,Ametista,9.2,6.7,7.5,6.3,7.5,7.9,5.0,2021
ALUNO-706,F,2,9,Pública,7.213,Ametista,10.0,6.3,7.5,6.9,7.7,7.8,5.0,2021
ALUNO-707,M,2,8,Pública,6.814,Ágata,9.5,7.1,7.5,5.4,7.5,8.1,2.5,2021
ALUNO-708,F,1,9,Pública,7.286,Ametista,9.0,9.2,7.5,5.1,8.3,7.2,5.0,2021
ALUNO-709,F,1,9,Pública,7.449,Ametista,8.5,8.3,7.5,5.8,8.5,8.4,5.0,2021
ALUNO-710,M,2,10,Privada,8.713,Topázio,9.5,9.2,7.5,8.3,8.3,8.4,10.0,2021
ALUNO-713,F,2,9,Pública,5.129,Quartzo,0.0,6.3,6.9,2.6,8.1,6.8,5.0,2021
ALUNO-716,M,2,11,Pública,6.911,Ametista,8.5,6.3,7.5,4.5,7.5,7.1,10.0,2021
ALUNO-717,M,3,10,Pública,5.494,Quartzo,8.8,4.7,7.5,3.3,7.1,5.3,5.0,2021
ALUNO-721,F,2,19,Pública,5.029,Quartzo,9.5,3.8,5.6,2.5,6.7,5.5,5.0,2021
ALUNO-722,M,1,14,Pública,8.271,Topázio,10.0,10.0,7.5,6.9,8.1,9.2,5.0,2021
ALUNO-725,M,2,14,Pública,2.767,Quartzo,0.0,0.4,7.5,0.0,7.5,3.4,5.0,2021
ALUNO-726,M,0,9,Pública,5.981,Ágata,8.4,4.2,7.5,3.4,7.2,5.7,10.0,2021
ALUNO-729,M,4,14,Pública,5.686,Ágata,6.7,3.9,7.5,5.8,7.5,5.4,5.0,2021
ALUNO-730,F,5,13,Privada,5.69,Ágata,8.3,4.4,5.0,5.8,7.3,5.3,5.0,2021
ALUNO-732,M,5,33,Privada,7.765,Ametista,7.9,6.4,7.5,8.0,8.1,7.7,10.0,2021
ALUNO-733,M,3,20,Privada,6.89,Ametista,8.8,6.4,6.3,4.4,7.7,7.3,10.0,2021
ALUNO-736,F,0,20,Pública,5.113,Quartzo,9.0,5.0,0.0,3.6,2.5,6.2,10.0,2021
ALUNO-737,M,2,26,Pública,7.431,Ametista,9.0,7.1,7.5,6.9,8.5,8.1,5.0,2021
ALUNO-738,M,3,11,Privada,8.042,Ametista,9.2,7.8,6.3,8.1,7.5,7.9,10.0,2021
ALUNO-739,F,3,11,Privada,8.085,Ametista,9.2,8.1,8.8,7.6,8.1,9.2,5.0,2021
ALUNO-740,F,0,11,Pública,6.421,Ágata,9.0,5.8,7.5,4.2,7.5,7.6,5.0,2021
ALUNO-741,M,5,19,Pública,7.002,Ametista,8.8,4.4,7.5,6.2,8.0,7.3,10.0,2021
ALUNO-742,F,3,13,Pública,7.36,Ametista,7.5,6.1,7.5,6.8,7.7,7.5,10.0,2021
ALUNO-743,M,1,21,Pública,8.061,Ametista,10.0,8.8,5.0,6.4,7.9,8.7,10.0,2021
ALUNO-746,F,2,20,Privada,9.107,Topázio,9.0,8.8,8.8,9.3,8.5,9.4,10.0,2021
ALUNO-747,M,4,19,Pública,8.675,Topázio,8.8,8.9,7.5,7.4,9.2,9.3,10.0,2021
ALUNO-748,F,0,17,Pública,7.985,Ametista,10.0,10.0,7.5,6.4,7.8,8.3,5.0,2021
ALUNO-749,F,4,17,Pública,6.508,Ágata,6.3,5.0,7.5,7.6,7.5,6.8,5.0,2021
ALUNO-753,M,4,15,Pública,4.785,Quartzo,8.3,2.5,7.5,0.8,7.2,4.1,10.0,2021
ALUNO-755,F,4,15,Privada,6.872,Ágata,7.1,4.7,6.9,6.8,7.8,7.0,10.0,2021
ALUNO-757,F,3,11,Pública,5.421,Quartzo,7.9,5.3,7.5,2.9,7.3,5.1,5.0,2021
ALUNO-758,M,2,9,Pública,6.983,Ametista,8.5,5.4,7.5,6.5,8.3,8.3,5.0,2021
ALUNO-760,M,0,18,Pública,7.36,Ametista,8.0,5.8,7.5,6.8,7.8,7.5,10.0,2021
ALUNO-763,M,1,18,Pública,6.546,Ágata,7.5,7.1,7.5,3.2,7.9,8.5,5.0,2021
ALUNO-766,M,5,18,Pública,7.44,Ametista,9.2,7.5,7.5,6.5,7.8,8.4,5.0,2021
ALUNO-768,M,3,19,Privada,8.065,Ametista,8.3,9.2,6.3,8.4,8.1,8.9,5.0,2021
ALUNO-769,F,3,23,Pública,8.401,Topázio,9.6,7.2,7.5,8.5,7.7,8.9,10.0,2021
ALUNO-773,F,2,12,Privada,8.921,Topázio,9.5,10.0,7.5,8.9,9.8,9.8,5.0,2021
ALUNO-775,F,2,12,Pública,9.211,Topázio,9.5,10.0,7.5,8.9,8.1,9.6,10.0,2021
ALUNO-776,M,3,21,Pública,5.424,Quartzo,7.9,4.2,7.5,3.9,6.9,5.4,5.0,2021
ALUNO-777,M,2,11,Pública,5.5,Quartzo,8.0,3.8,7.5,4.3,7.5,6.8,2.5,2021
ALUNO-781,F,3,15,Pública,5.45,Quartzo,8.8,3.1,7.5,3.3,6.7,4.4,10.0,2021
ALUNO-783,F,2,10,Pública,6.118,Ágata,7.5,4.6,7.5,3.6,8.3,8.3,5.0,2021
ALUNO-784,M,2,13,Privada,8.533,Topázio,9.5,9.2,8.8,7.9,8.5,9.7,5.0,2021
ALUNO-786,F,5,14,Pública,5.341,Quartzo,7.1,6.1,5.0,3.3,7.2,5.1,5.0,2021
ALUNO-790,M,4,15,Privada,8.65,Topázio,10.0,8.3,7.5,7.5,8.8,9.3,10.0,2021
ALUNO-792,M,2,15,Pública,5.531,Quartzo,6.3,5.8,5.0,4.1,7.5,5.8,5.0,2021
ALUNO-793,M,1,10,Pública,6.506,Ágata,8.0,7.9,7.5,3.9,7.3,6.8,5.0,2021
ALUNO-796,F,4,17,Pública,5.943,Ágata,8.3,6.7,7.5,2.3,7.3,4.2,10.0,2021
ALUNO-797,F,2,17,Pública,2.468,Quartzo,0.0,0.4,6.3,0.0,6.9,4.1,2.5,2021
ALUNO-798,M,3,19,Pública,7.25,Ametista,9.2,7.5,7.5,6.5,7.5,7.7,5.0,2021
ALUNO-802,M,0,7,Pública,9.046,Topázio,9.5,10.0,7.5,7.9,8.8,9.4,10.0,2021
ALUNO-803,M,0,7,Pública,7.133,Ametista,8.5,6.7,7.5,6.6,8.8,7.5,5.0,2021
ALUNO-805,F,1,8,Pública,6.993,Ametista,8.5,5.8,7.5,5.1,8.1,6.9,10.0,2021
ALUNO-807,M,1,9,Pública,9.176,Topázio,10.0,10.0,5.0,9.1,9.0,9.8,10.0,2021
ALUNO-809,F,1,16,Pública,4.769,Quartzo,10.0,2.5,7.5,0.0,7.2,6.5,5.0,2021
ALUNO-811,M,2,13,Privada,7.196,Ametista,8.0,8.3,7.5,6.3,7.5,7.3,5.0,2021
ALUNO-812,F,0,9,Pública,8.075,Ametista,10.0,10.0,7.5,7.1,7.5,8.3,5.0,2021
ALUNO-813,M,2,7,Pública,7.275,Ametista,9.0,7.5,7.5,3.9,7.7,7.8,10.0,2021
ALUNO-814,M,2,7,Pública,6.231,Ágata,7.9,5.0,7.5,4.4,7.9,7.6,5.0,2021
ALUNO-817,F,2,16,Pública,7.549,Ametista,9.0,7.5,7.5,7.6,7.9,9.2,2.5,2021
ALUNO-818,F,0,9,Pública,6.958,Ametista,8.0,6.7,7.5,4.4,7.5,7.3,10.0,2021
ALUNO-820,F,5,14,Privada,8.073,Ametista,8.8,6.1,7.5,8.2,8.6,8.7,10.0,2021
ALUNO-822,F,0,8,Pública,8.758,Topázio,9.5,10.0,7.5,6.6,8.1,9.7,10.0,2021
ALUNO-823,M,2,6,Privada,7.207,Ametista,8.5,7.1,7.5,3.9,7.9,8.1,10.0,2021
ALUNO-824,M,1,7,Pública,7.76,Ametista,9.0,10.0,7.5,4.9,8.1,9.1,5.0,2021
ALUNO-825,M,3,7,Privada,4.286,Quartzo,7.9,2.8,6.3,1.2,6.3,4.8,5.0,2021
ALUNO-826,M,2,8,Pública,4.186,Quartzo,0.0,2.5,7.5,1.0,7.9,7.2,5.0,2021
ALUNO-827,F,0,13,Pública,6.733,Ágata,9.0,5.0,7.5,6.0,7.5,8.2,5.0,2021
ALUNO-828,M,5,6,Privada,7.482,Ametista,9.2,7.5,7.5,7.3,8.1,7.7,5.0,2021
ALUNO-829,M,3,9,Pública,6.418,Ágata,10.0,3.9,7.5,3.6,7.3,7.2,10.0,2021
ALUNO-830,F,5,9,Privada,8.506,Topázio,10.0,7.8,7.5,7.9,8.8,8.8,10.0,2021
ALUNO-831,M,1,13,Pública,7.351,Ametista,9.5,10.0,7.5,3.6,7.7,8.3,5.0,2021
ALUNO-833,F,0,10,Pública,5.825,Ágata,8.5,8.3,4.4,4.4,2.5,6.2,5.0,2021
ALUNO-834,F,3,10,Pública,5.506,Quartzo,6.7,3.1,6.9,5.8,7.3,5.7,5.0,2021
ALUNO-835,M,2,10,Pública,4.335,Quartzo,0.0,5.4,5.6,1.6,7.8,5.4,5.0,2021
ALUNO-838,M,6,8,Privada,6.315,Ágata,7.5,7.2,2.5,5.3,7.7,5.2,10.0,2021
ALUNO-840,F,0,14,Pública,6.598,Ágata,9.0,8.3,4.4,6.6,5.3,6.2,5.0,2021
ALUNO-843,M,6,12,Pública,6.644,Ágata,7.1,7.2,5.6,7.3,6.9,6.5,5.0,2021
ALUNO-845,M,3,13,Pública,5.683,Ágata,8.8,4.4,4.4,4.5,6.0,4.9,10.0,2021
ALUNO-848,F,2,17,Pública,6.85,Ágata,8.5,7.9,7.5,4.9,8.1,6.8,5.0,2021
ALUNO-849,M,2,9,Pública,7.444,Ametista,7.5,8.3,8.1,4.6,7.9,7.6,10.0,2021
ALUNO-850,F,3,7,Privada,8.151,Ametista,9.2,7.5,7.5,6.6,8.1,9.3,10.0,2021
ALUNO-851,M,1,12,Pública,7.713,Ametista,9.5,9.6,7.5,4.8,8.1,9.2,5.0,2021
ALUNO-855,M,2,12,Pública,6.243,Ágata,8.0,7.1,7.5,2.8,7.9,7.1,5.0,2021
ALUNO-858,F,2,8,Pública,8.586,Topázio,9.5,10.0,7.5,6.2,7.7,9.4,10.0,2021
ALUNO-860,M,3,12,Pública,7.069,Ametista,8.8,5.0,7.5,7.2,8.3,8.4,5.0,2021
